ID,URL,Name,Price,Category,Sizes,Colors,Availability,Description,Images,Features,Sense of Fitting Rating,,Material Quality Rating,Comfort Rating,Average Rating,Review Count
JL6340,https://shop.adidas.jp/products/JL6340,テレックス Xperior クライマクール+半袖Tシャツ,7700 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Carbon,ホワイト",In Stock,"暑い日のトレイルランやハイキングのために作られた、長時間のトレイルのときにも頼りになるアディダス テレックス Tシャツ。素材には、優れたクーリング性能を発揮するCLIMACOOL+搭載の軽量ジャージファブリックを使用。さらに、ポリジンの防臭効果で終日爽やかな着心地。

汗を素早く吸収・発散する素材で作られたCLIMACOOL+が、衣服内の汗ムレを抑え、その速乾性に優れたファイバーが、さらりとした爽やかな肌触りを生む。ボディマッピング技術を駆使し、汗をかきやすい部分にクーリング効果を持たせている。この優れたテクノロジーと先進素材を組み合わせたウェアは、涼しく爽やかな感触で、パフォーマンスを発揮することだけに集中させてくれる。

リサイクル素材を100%使用した製品。これまで作られてきた製品の素材をリユースすることは、廃棄物の量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/aba60a51154941c6b3c07e383d7f3f06_9366/Xperior_T_JL6340_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/878a5d9d7b6640ef8ce032748e8fd19b_9366/Xperior_T_JL6340_23_hover_model.jpg","半袖,レギュラーフィット,その他,クルーネック,ポリエステル100%,防臭効果のあるFreshrite ポリジン,CLIMACOOL+,脇下にガセット,速乾性,背面にメッシュパネル",N/A,N/A,N/A,N/A,N/A,N/A
JD2880,https://shop.adidas.jp/products/JD2880,アディカラー クラシックス スリーストライプス Tシャツ,4400 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Blue,ブラック,ホワイト,ブルー,グリーン,グリーン,イエロー,ホワイト,ブラック",In Stock,"新たなお気に入りになりそうな、着心地の良いコットンTシャツ。スリムフィットな作りにコントラストカラーの裾をあしらった、洗練されたビンテージ感漂うデザインが特徴。お気に入りのダークデニムと合わせれば、クラシックコーデもお手の物。素材には、快適な着心地を生むとびきりソフトなコットンを採用している。

サステナブルな綿花栽培をサポートしている、アディダスのコットン製品。","https://assets.adidas.com/images/w_600,f_auto,q_auto/9a08a3c0f5574dc79f65d36c8c28713f_9366/T_JD2880_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/48b25e9c8cda4e63a0bc00f405f622db_9366/T_JD2880_23_hover_model.jpg","半袖,スリムフィット,その他,リブ編みのクルーネック,コットン100%（シングルジャージー）,リブ仕上げのカフ,ベターコットンを使用",N/A,N/A,N/A,N/A,N/A,N/A
IM0410,https://shop.adidas.jp/products/IM0410,アディカラー クラシックス スリーストライプス Tシャツ,4400 JPY,ウェア・服,"MT,LT,XLT,2XLT,3XLT,4XLT,6XLT,J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Green,ブラック,ホワイト,ブルー,ブルー,グリーン,イエロー",In Stock,"新たなお気に入りになりそうな、着心地の良いコットンTシャツ。スリムフィットな作りにコントラストカラーの裾をあしらった、洗練されたビンテージ感漂うデザインが特徴。お気に入りのダークデニムと合わせれば、クラシックコーデもお手の物。素材には、快適な着心地を生むとびきりソフトなコットンを採用している。

サステナブルな綿花栽培をサポートしている、アディダスのコットン製品。","https://assets.adidas.com/images/w_600,f_auto,q_auto/b955a44539da4fb89a61afcd014473e9_9366/T_IM0410_01_laydown.jpg","半袖,スリムフィット,その他,リブ編みのクルーネック,コットン100%（シングルジャージー）,リブ仕上げのカフ,ベターコットンを使用",N/A,N/A,N/A,N/A,N/A,N/A
IA4850,https://shop.adidas.jp/products/IA4850,アディカラー クラシックス スリーストライプス Tシャツ,4400 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Night Indigo,ブラック,ホワイト,グリーン,ブルー,グリーン,イエロー",In Stock,"新たなお気に入りになりそうな、着心地の良いコットンTシャツ。スリムフィットな作りにコントラストカラーの裾をあしらった、洗練されたビンテージ感漂うデザインが特徴。お気に入りのダークデニムと合わせれば、クラシックコーデもお手の物。素材には、快適な着心地を生むとびきりソフトなコットンを採用している。

サステナブルな綿花栽培をサポートしている、アディダスのコットン製品。","https://assets.adidas.com/images/w_600,f_auto,q_auto/edad624afcc54209b01faf12008f12f6_9366/T_IA4850_01_laydown.jpg","半袖,スリムフィット,その他,リブ編みのクルーネック,コットン100%（シングルジャージー）,リブ仕上げのカフ,ベターコットンを使用",N/A,N/A,N/A,N/A,N/A,N/A
JN7017,https://shop.adidas.jp/products/JN7017,アディカラー クラシックス スリーストライプス Tシャツ,4400 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Collegiate Green,ブラック,ホワイト,ブルー,グリーン,ブルー,イエロー",In Stock,"新たなお気に入りになりそうな、着心地の良いコットンTシャツ。スリムフィットな作りにコントラストカラーの裾をあしらった、洗練されたビンテージ感漂うデザインが特徴。お気に入りのダークデニムと合わせれば、クラシックコーデもお手の物。素材には、快適な着心地を生むとびきりソフトなコットンを採用している。

サステナブルな綿花栽培をサポートしている、アディダスのコットン製品。","https://assets.adidas.com/images/w_600,f_auto,q_auto/39bece4a89a34b61bf0b783f4d0a5324_9366/T_JN7017_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/ffbb03cfa7e74e478e52c9a54ef6cf4d_9366/T_JN7017_23_hover_model.jpg","半袖,スリムフィット,その他,リブ編みのクルーネック,コットン100%（シングルジャージー）,リブ仕上げのカフ,ベターコットンを使用",N/A,N/A,N/A,N/A,N/A,N/A
JN7021,https://shop.adidas.jp/products/JN7021,アディカラー クラシックス スリーストライプス Tシャツ,4400 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Powder Yellow,ブラック,ホワイト,ブルー,グリーン,ブルー,グリーン,ホワイト,ブラック",In Stock,"新たなお気に入りになりそうな、着心地の良いコットンTシャツ。スリムフィットな作りにコントラストカラーの裾をあしらった、洗練されたビンテージ感漂うデザインが特徴。お気に入りのダークデニムと合わせれば、クラシックコーデもお手の物。素材には、快適な着心地を生むとびきりソフトなコットンを採用している。

サステナブルな綿花栽培をサポートしている、アディダスのコットン製品。","https://assets.adidas.com/images/w_600,f_auto,q_auto/0c2719d1213942bc962d6677265d736b_9366/T_JN7021_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/5e3de9fc719148b48be8348bd88d3764_9366/T_JN7021_23_hover_model.jpg","半袖,スリムフィット,その他,リブ編みのクルーネック,コットン100%（シングルジャージー）,リブ仕上げのカフ,ベターコットンを使用",N/A,N/A,N/A,N/A,N/A,N/A
JX8981,https://shop.adidas.jp/products/JX8981,襟付きゴーリートップ,7370 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Crew Navy,ブラック,ピンク,ホワイト,ホワイト",In Stock,この襟付きTシャツは、80年代のゴールキーパージャージーからインスピレーションを得てデザインされたもの。肌触りの良い滑らかな生地で仕立てたこのシャツは、一日中快適な着心地が続くカジュアルな一着。総柄のストライプの生地で、袖にスリーストライプスを配し、胸にアディダスのブランディングをあしらいクラシックな雰囲気に仕上げている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa5c995884f1436e83da3790e61e72f8_9366/JX8981_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/812b32d4e8104fc591e02340016df735_9366/JX8981_23_hover_model.jpg","半袖,オーバーサイズ,その他,ルーズフィット,リブ仕上げの襟の間に三角形のリブガセット,ポリエステル100%",N/A,N/A,N/A,N/A,N/A,N/A
JX8982,https://shop.adidas.jp/products/JX8982,襟付きゴーリートップ,7370 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Clear Pink,ブラック,ブルー,ホワイト,ホワイト",In Stock,この襟付きTシャツは、80年代のゴールキーパージャージーからインスピレーションを得てデザインされたもの。肌触りの良い滑らかな生地で仕立てたこのシャツは、一日中快適な着心地が続くカジュアルな一着。総柄のストライプの生地で、袖にスリーストライプスを配し、胸にアディダスのブランディングをあしらいクラシックな雰囲気に仕上げている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0dbca96af0f8418f857f4e767215b217_9366/JX8982_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/f48de33d1420439a811dd0b6fe438148_9366/JX8982_23_hover_model.jpg","半袖,オーバーサイズ,その他,ルーズフィット,リブ仕上げの襟の間に三角形のリブガセット,ポリエステル100%",N/A,N/A,N/A,N/A,N/A,N/A
JM7859,https://shop.adidas.jp/products/JM7859,Y-3 REGULAR SHORT SLEEVE TEE,16500 JPY,ウェア・服,"XS,S,M,L,XL,2XL","Pure Sulfur,ブラック,ホワイト,パープル,ブラック,ブラック",In Stock,毎日の必需品にも、Y-3はディテールにこだわる。ソフトなコットンシングルジャージーを使った、クルーネックのクラシックな「Y-3 REGULAR SHORT SLEEVE TEE」にも、随所にそのこだわりが見てとれる。艶やかなY-3ロゴがアクセント。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/74c61ad4a8e94a759135f329c3bd79b2_9366/Y-3_REGULAR_SHORT_SLEEVE_TEE_JM7859_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/3f9df5edded6450c855b93e1f122ccdc_9366/Y-3_REGULAR_SHORT_SLEEVE_TEE_JM7859_23_hover_model.jpg","半袖,レギュラーフィット,コットン,リブ仕上げのクルーネック,綿100%,艶やかなY-3ロゴを熱転写,素材は、ベターコットンを通して、マスバランスと呼ばれるシステム経由で調達しているため、この製品にベターコットンが使用されていない可能性もあります。",N/A,N/A,N/A,N/A,N/A,N/A
JM4246,https://shop.adidas.jp/products/JM4246,エルマノス コウモリランニング 半袖Tシャツ（ジェンダーニュートラル）/H.Koumori Running Tee (Gender Neutral),7700 JPY,ウェア・服,"J/3XS,J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Alumina,ブラック,ブラック",Out of Stock,ランニングは、世界中の都市やトレイルに足跡を残す芸術。メキシコ発のブランドHermanos Koumoriとのコラボレーションから登場したadidas Running半袖Tシャツは、快適な散策を後押しする。コットン生地は肌触りがソフトで快適。キークリップ付きの内側のバックポケットで、ちょっとした貴重品を身に着けておける。さまざまな体型や性別にフィットする、ユニセックス対応のUNITEFITシステムを採用してデザインされている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a4b9875d79894db6a53969798245453e_9366/T-H.Koumori_Running_Tee_Gender_Neutral_JM4246_HM1.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/a4b52c0ae305430a96ef723e8d4c9535_9366/T-H.Koumori_Running_Tee_Gender_Neutral_JM4246_HM3_hover.jpg","半袖,ルーズフィット,コットン,ハイネック,綿100%,右後ろにバックポケット",N/A,N/A,N/A,N/A,N/A,N/A
KA8984,https://shop.adidas.jp/products/KA8984,エルマノス コウモリランニング 半袖Tシャツ（ジェンダーニュートラル）/ H.Koumori Running Tee (Gender Neutral),7700 JPY,ウェア・服,"J/3XS,J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Olive Strata,ブラック",Out of Stock,ランニングは、世界中の都市やトレイルに足跡を残す芸術。メキシコ発のブランドHermanos Koumoriとのコラボレーションから登場したadidas Running半袖Tシャツは、快適な散策を後押しする。コットン生地は肌触りがソフトで快適。キークリップ付きの内側のバックポケットで、ちょっとした貴重品を身に着けておける。さまざまな体型や性別にフィットする、ユニセックス対応のUNITEFITシステムを採用してデザインされている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e2a6adbddf524ee8afcb10fe02b7c974_9366/T-_H.Koumori_Running_Tee_Gender_Neutral_KA8984_HM1.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/93dc9c492db140f1b51e7414e1b4750e_9366/T-_H.Koumori_Running_Tee_Gender_Neutral_KA8984_HM3_hover.jpg","半袖,ルーズフィット,コットン,ハイネック,綿100%,右後ろにバックポケット",N/A,N/A,N/A,N/A,N/A,N/A
JX8978,https://shop.adidas.jp/products/JX8978,半袖テリーTシャツ,6270 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Cloud White / Gold Metallic,ブラック,グリーン,ブラック,ホワイト",In Stock,このアディダス半袖Tシャツに袖を通すだけで、違いがわかる。素材は、家でくつろぐときや、気ままに過ごしたいときにぴったりの、コットンとポリエステル混紡のソフトで滑らかな肌触りのフレンチテリー。ブランドのアイデンティティを示すロゴは控えめにしたデザインだから、オールラウンドに使える。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fd0203573f7b485d8d595a73350856c3_9366/T_JX8978_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/7353c37521294ce59cdd7002a5390b46_9366/T_JX8978_23_hover_model.jpg","半袖,オーバーサイズ,コットン,ルーズフィット,リブ仕上げのクルーネック,綿80% / ポリエステル20%",N/A,N/A,N/A,N/A,N/A,N/A
JX8979,https://shop.adidas.jp/products/JX8979,半袖テリーTシャツ,6270 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Collegiate Green / Gold Metallic,ブラック,ホワイト,ブラック,グリーン",In Stock,このアディダス半袖Tシャツに袖を通すだけで、違いがわかる。素材は、家でくつろぐときや、気ままに過ごしたいときにぴったりの、コットンとポリエステル混紡のソフトで滑らかな肌触りのフレンチテリー。ブランドのアイデンティティを示すロゴは控えめにしたデザインだから、オールラウンドに使える。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0c11bd8fb48e4a58997927034eab31d5_9366/T_JX8979_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/332edb3683ed4e1aae768b50a2fc8e05_9366/T_JX8979_23_hover_model.jpg","半袖,オーバーサイズ,コットン,ルーズフィット,リブ仕上げのクルーネック,綿80% / ポリエステル20%",N/A,N/A,N/A,N/A,N/A,N/A
IX8987,https://shop.adidas.jp/products/IX8987,アディゼロ ランニング半袖Tシャツ,8250 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Semi Lucid Red,ブラック,ブルー,ホワイト",In Stock,"無駄を省き、必要な機能だけ取り入れたこのランニングTシャツは、空気抵抗を考慮した柔軟性に富むスリムなシルエット。パンチング加工を施した軽やかな生地が、限界に挑んでヒートアップするトレーニング中も爽やかな空気を肌に届け、集中力を支えてくれる。

この製品には、リサイクル素材を70%以上使用。これまで作られてきた製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/93482ec0c24b4146a60a4af34d234d26_9366/T_IX8987_HM1.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/7f1411b57885422ba4b106a2dd26d079_9366/T_IX8987_HM3_hover.jpg","半袖,スリムフィット,その他,クルーネック,ポリエステル86%  / ポリウレタン14%,パーフォレーションを施した軽やかな生地,リフレクター仕様のロゴ",N/A,N/A,N/A,N/A,N/A,N/A
JZ0712,https://shop.adidas.jp/products/JZ0712,Y-3 Graphic Short Sleeve Tee,26400 JPY,ウェア・服,"2XS,XS,S,M,L,XL,2XL","Core White,ブラック,グレー",In Stock,スポーツとスタイルを融合させた一枚。Y-3の大胆な姿勢を体現する、縦に配置されたロゴのグラフィックが映える。肌触りのよいコットンシングルジャージー生地を使用。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2044a22929674a4cbe49d91fdd23cf15_9366/Y-3_Graphic_Short_Sleeve_Tee_JZ0712_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/c0f91de9e4404751b6f1ab977f318162_9366/Y-3_Graphic_Short_Sleeve_Tee_JZ0712_23_hover_model.jpg","半袖,ルーズフィット,コットン,レギュラーフィット,リブ仕上げのクルーネック,綿100%,スタックド ロゴグラフィック",N/A,N/A,N/A,N/A,N/A,N/A
JX4745,https://shop.adidas.jp/products/JX4745,Y-3 Graphic Short Sleeve Tee,26400 JPY,ウェア・服,"2XS,XS,S,M,L,XL,2XL","Black,ホワイト,グレー,ブラック,ブラック",In Stock,スポーツとスタイルを融合させた一枚。Y-3の大胆な姿勢を体現する、縦に配置されたロゴのグラフィックが映える。肌触りのよいコットンシングルジャージー生地を使用。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a4cbbddcf0d54c3b9c4d26c65c175339_9366/Y-3_Graphic_Short_Sleeve_Tee_JX4745_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/b2751ffc09cf4db08ac0999ba60bc1a5_9366/Y-3_Graphic_Short_Sleeve_Tee_JX4745_23_hover_model.jpg","半袖,ルーズフィット,コットン,レギュラーフィット,リブ仕上げのクルーネック,綿100%,スタックド ロゴグラフィック",N/A,N/A,N/A,N/A,N/A,N/A
IV5410,https://shop.adidas.jp/products/IV5410,オウン ザ ラン 半袖Tシャツ,3256 JPY,ウェア・服,"MT,LT,XLT,2XLT,3XLT,4XLT,5XLT,6XLT,J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Blue,ブルー,ホワイト",In Stock,"このTシャツを着て、自分らしい走りをしよう。長距離ランに挑んでいる間、AEROREADYテクノロジーが汗を逃がし、汗を気にすることなく自分の目標だけに集中できる。また、暗くなっても走れる、視認性を発揮するリフレクターが付き。リサイクル素材を一部使用した、持続可能性を考慮した作りだから、ランナーとして地球への影響を意識でき、気持ちよく走ることができる。 

この製品は、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/864d7f96ca324fb6a1969ea91532fc6a_9366/T_IV5410_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/1ec2826e2a234178b9da6ce27be7f66b_9366/T_IV5410_23_hover_model.jpg","半袖,レギュラーフィット,その他,リブ仕上げのクルーネック,ポリエステル86% / ポリウレタン14%（メッシュ）,AEROREADY,滑らかな肌触りのバックネックテープ,リフレクター付き",N/A,N/A,N/A,N/A,N/A,N/A
IN1500,https://shop.adidas.jp/products/IN1500,オウン ザ ラン 半袖Tシャツ,4070 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Black,ホワイト,ブルー,ブルー,グレー",In Stock,"このTシャツを着て、自分らしい走りをしよう。長距離ランに挑んでいる間、AEROREADYテクノロジーが汗を逃がし、汗を気にすることなく自分の目標だけに集中できる。また、暗くなっても走れる、視認性を発揮するリフレクターが付き。リサイクル素材を一部使用した、持続可能性を考慮した作りだから、ランナーとして地球への影響を意識でき、気持ちよく走ることができる。 

この製品は、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/44e0ffb35ffb47788943a3436a8f1e05_9366/T_IN1500_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/093d11254d95472f9782207246e5f152_9366/T_IN1500_23_hover_model.jpg","半袖,レギュラーフィット,その他,リブ仕上げのクルーネック,ポリエステル86% / ポリウレタン14%（メッシュ）,AEROREADY,滑らかな肌触りのバックネックテープ,リフレクター付き",N/A,N/A,N/A,N/A,N/A,N/A
IN1502,https://shop.adidas.jp/products/IN1502,オウン ザ ラン 半袖Tシャツ,3256 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Dark Blue,ブルー",In Stock,"このTシャツを着て、自分らしい走りをしよう。長距離ランに挑んでいる間、AEROREADYテクノロジーが汗を逃がし、汗を気にすることなく自分の目標だけに集中できる。また、暗くなっても走れる、視認性を発揮するリフレクターが付き。リサイクル素材を一部使用した、持続可能性を考慮した作りだから、ランナーとして地球への影響を意識でき、気持ちよく走ることができる。 

この製品は、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/a1835437083744b7a718e6ceddada74b_9366/T_IN1502_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/51672044ab664101b3bc78ebd7cec2d6_9366/T_IN1502_23_hover_model.jpg","半袖,レギュラーフィット,その他,リブ仕上げのクルーネック,ポリエステル86% / ポリウレタン14%（メッシュ）,AEROREADY,滑らかな肌触りのバックネックテープ,リフレクター付き",N/A,N/A,N/A,N/A,N/A,N/A
IK7436,https://shop.adidas.jp/products/IK7436,オウン ザ ラン 半袖Tシャツ,4070 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","White,ブラック,ブルー,ブルー,グレー",In Stock,"このTシャツを着て、自分らしい走りをしよう。長距離ランに挑んでいる間、AEROREADYテクノロジーが汗を逃がし、汗を気にすることなく自分の目標だけに集中できる。また、暗くなっても走れる、視認性を発揮するリフレクターが付き。リサイクル素材を一部使用した、持続可能性を考慮した作りだから、ランナーとして地球への影響を意識でき、気持ちよく走ることができる。 

この製品は、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。","https://assets.adidas.com/images/w_600,f_auto,q_auto/799d8a50e6b64064a7b61ffdaab8e9b2_9366/T_IK7436_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/bc20990f2cc04f009578a046c9a38c24_9366/T_IK7436_23_hover_model.jpg","半袖,レギュラーフィット,ポリエステル,リブ仕上げのクルーネック,ポリエステル86% / ポリウレタン14%（メッシュ）,AEROREADY,滑らかな肌触りのバックネックテープ,リフレクター付き",N/A,N/A,N/A,N/A,N/A,N/A
JM6461,https://shop.adidas.jp/products/JM6461,フード グリルチーズ グラフィックTシャツ,4070 JPY,ウェア・服,"J/2XS,J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Warm Sandstone,ホワイト,ブルー,ブラック",In Stock,チーズとパン。2つのシンプルな材料を組み合わせれば、いつだってお気に入りの心安らぐメニュー、グリルチーズサンドイッチができあがる。このアディダスの半袖Tシャツは、カラフルなグラフィックでおいしい料理の楽しみを称えている。ソフトなコットンは、いつ着ても快適さが続く。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6195d050faf94be59bd487bf8cc46cfc_9366/T_JM6461_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/7de6a4d3e9d147939d2b5986168149ff_9366/T_JM6461_23_hover_model.jpg","半袖,レギュラーフィット,コットン,クルーネック,綿100%",N/A,N/A,N/A,N/A,N/A,N/A
KD4833,https://shop.adidas.jp/products/KD4833,フード グリルチーズ グラフィックTシャツ,4070 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL","Black,ホワイト,ブルー,ブラウン",In Stock,チーズとパン。2つのシンプルな材料を組み合わせれば、いつだってお気に入りの心安らぐメニュー、グリルチーズサンドイッチができあがる。このアディダスの半袖Tシャツは、カラフルなグラフィックでおいしい料理の楽しみを称えている。ソフトなコットンは、いつ着ても快適さが続く。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d24d3b0a574140a1b33bbf3cc23c51c0_9366/T_KD4833_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/5b77178443d641ba88c1a5beb49606a4_9366/T_KD4833_23_hover_model.jpg","半袖,レギュラーフィット,コットン,クルーネック,綿100%",N/A,N/A,N/A,N/A,N/A,N/A
JM6482,https://shop.adidas.jp/products/JM6482,ミニピザ グラフィックTシャツ,4070 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Collegiate Green,ホワイト,ブラック,ブラック",In Stock,友達とピザを食べるときも、家でくつろぐときも、このアディダスのグラフィックTシャツなら心地よく過ごせる。ソフトなシングルジャージー生地で作られたこのシャツは、快適さが続く。胸に施された遊び心のあるグラフィックは、3バーロゴをピザの一切れに見立てている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/736c3ec6f7dc4f16882ab9ada4dbe4ff_9366/T_JM6482_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/81a0e420310c4999aa55799d25e157ed_9366/T_JM6482_23_hover_model.jpg","半袖,レギュラーフィット,コットン,クルーネック,綿100%",N/A,N/A,N/A,N/A,N/A,N/A
JM6483,https://shop.adidas.jp/products/JM6483,ミニピザ グラフィックTシャツ,4070 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","Black,ホワイト,グリーン",In Stock,友達とピザを食べるときも、家でくつろぐときも、このアディダスのグラフィックTシャツなら心地よく過ごせる。ソフトなシングルジャージー生地で作られたこのシャツは、快適さが続く。胸に施された遊び心のあるグラフィックは、3バーロゴをピザの一切れに見立てている。,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6feaf886262b4eac8a4ee6a7519843fe_9366/T_JM6483_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/ac849edd76224e5691fc0f18ce2ad38d_9366/T_JM6483_23_hover_model.jpg","半袖,レギュラーフィット,コットン,クルーネック,綿100%",N/A,N/A,N/A,N/A,N/A,N/A
KD5159,https://shop.adidas.jp/products/KD5159,"クライマクール ドゥードル ハント バイク グラフィック Tシャツ
",4070 JPY,ウェア・服,"J/XS,J/S,J/M,J/L,J/XL,J/2XL,J/3XL,J/4XL,J/5XL","White,ブラック,グリーン",In Stock,"クライマクール ドゥードル ハント バイク グラフィック Tシャツを着て、スポーツウェアスタイルの世界に飛び込もう。このTシャツは見た目だけじゃない。性能が重要。

涼しく、ドライな着心地が続くから、いつでもプレーの準備は万端。クライマクールが汗を吸い上げて分散させるから、涼しく、ドライで、気を散らすことなくパフォーマンスできる。街中を自転車で走っているときも、ただぶらぶらしているときも、このシャツは快適でスタイリッシュな気分にさせてくれる。

レギュラーフィットのデザインが、動きに合わせたリラックス感を実現。肌触りがソフトなインターロックの生地を採用したこのTシャツは、毎日着るのに最適。

マルチカラーのデジタル シルクスクリーンプリント、ステッチ、裾に施したウーブンラベルがユニークなセンスを加え、他の人とは一線を画す。

このadidasのTシャツを誇らしげに着て、自分のスタイルを際立たせよう。

","https://assets.adidas.com/images/w_600,f_auto,q_auto/4d5129954ef44b65bb623f531438955d_9366/T_KD5159_000_plp_model.jpg,https://assets.adidas.com/images/w_600,f_auto,q_auto/881e6cf8ef7f414ba9cf95b77e317faf_9366/T_KD5159_23_hover_model.jpg","半袖,レギュラーフィット,その他,レギュラーフィット

,ポリエステル100%（100%リサイクル素材）

,クライマクールテクノロジー

",N/A,N/A,N/A,N/A,N/A,N/A
